match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,Year
India Vs Sri Lanka,Sri Lanka,2,Minod Bhanukaâ€ ,c Yadav b KH Pandya,10,7,2,0,142.85,2021
India Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva, b Chahal,9,10,1,0,90.00,2021
India Vs Sri Lanka,Sri Lanka,4,Charith Asalanka,c Shaw b Chahar,44,26,3,3,169.23,2021
India Vs Sri Lanka,Sri Lanka,5,Ashen Bandara, b HH Pandya,9,19,0,0,47.36,2021
India Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka(c),st â€ Ishan Kishan b Varun,16,14,0,1,114.28,2021
India Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga, b Chahar,0,2,0,0,0.00,2021
India Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne, b Kumar,3,4,0,0,75.00,2021
India Vs Sri Lanka,Sri Lanka,9,Isuru Udana,c Yadav b Kumar,1,2,0,0,50.00,2021
India Vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera,c KH Pandya b Kumar,1,3,0,0,33.33,2021
India Vs Sri Lanka,Sri Lanka,11,Akila Dananjaya,,1,1,0,0,100.00,2021
India Vs England,India,1,Rohit Sharma, b Stokes,64,34,4,5,188.23,2021
India Vs England,India,2,Virat Kohli(c),,80,52,7,2,153.84,2021
India Vs England,India,3,Suryakumar Yadav,c Roy b Rashid,32,17,3,2,188.23,2021
India Vs England,India,4,Hardik Pandya,,39,17,4,2,229.41,2021
India Vs England,England,1,Jason Roy, b Kumar,0,2,0,0,0.00,2021
India Vs England,England,2,Jos Buttlerâ€ ,c Pandya b Kumar,52,34,2,4,152.94,2021
India Vs England,England,3,Dawid Malan, b Thakur,68,46,9,2,147.82,2021
India Vs England,England,4,Jonny Bairstow,c Yadav b Thakur,7,7,1,0,100.00,2021
India Vs England,England,5,Eoin Morgan(c),c sub (KL Rahul) b Pandya,1,4,0,0,25.00,2021
India Vs England,England,6,Ben Stokes,c â€ Pant b Natarajan,14,12,2,0,116.66,2021
India Vs England,England,7,Chris Jordan,c Yadav b Thakur,11,10,0,1,110.00,2021
India Vs England,England,8,Jofra Archer,run out (Yadav/â€ Pant),1,2,0,0,50.00,2021
India Vs England,England,9,Sam Curran,,14,3,0,2,466.66,2021
India Vs England,England,10,Adil Rashid,,0,0,0,0,-,2021
India Vs England,India,1,Rohit Sharma,c & b Archer,12,12,1,1,100.00,2021
India Vs England,India,2,KL Rahul,c Archer b Stokes,14,17,2,0,82.35,2021
India Vs England,India,3,Suryakumar Yadav,c Malan b Curran,57,31,6,3,183.87,2021
India Vs England,India,4,Virat Kohli(c),st â€ Buttler b Rashid,1,5,0,0,20.00,2021
India Vs England,India,5,Rishabh Pantâ€ , b Archer,30,23,4,0,130.43,2021
India Vs England,India,6,Shreyas Iyer,c Malan b Archer,37,18,5,1,205.55,2021
India Vs England,India,7,Hardik Pandya,c Stokes b Wood,11,8,0,1,137.50,2021
India Vs England,India,8,Shardul Thakur,,10,4,2,0,250.00,2021
India Vs England,India,9,Washington Sundar,c Rashid b Archer,4,2,1,0,200.00,2021
India Vs England,India,10,Bhuvneshwar Kumar,,0,0,0,0,-,2021
India Vs England,England,1,Jason Roy,c Yadav b Pandya,40,27,6,1,148.14,2021
India Vs England,England,2,Jos Buttlerâ€ ,c Rahul b Kumar,9,6,0,1,150.00,2021
India Vs England,England,3,Dawid Malan, b Chahar,14,17,0,1,82.35,2021
India Vs England,England,4,Jonny Bairstow,c Washington Sundar b Chahar,25,19,2,1,131.57,2021
India Vs England,England,5,Ben Stokes,c Yadav b Thakur,46,23,4,3,200.00,2021
India Vs England,England,6,Eoin Morgan(c),c Washington Sundar b Thakur,4,6,0,0,66.66,2021
India Vs England,England,7,Sam Curran, b Pandya,3,5,0,0,60.00,2021
India Vs England,England,8,Chris Jordan,c Pandya b Thakur,12,9,1,0,133.33,2021
India Vs England,England,9,Jofra Archer,,18,8,2,1,225.00,2021
India Vs England,England,10,Adil Rashid,,0,0,0,0,-,2021
India Vs England,India,1,Rohit Sharma,c Archer b Wood,15,17,2,0,88.23,2021
India Vs England,India,2,KL Rahul, b Wood,0,4,0,0,0.00,2021
India Vs England,India,3,Ishan Kishan,c â€ Buttler b Jordan,4,9,0,0,44.44,2021
India Vs England,India,4,Virat Kohli(c),,77,46,8,4,167.39,2021
India Vs England,India,5,Rishabh Pantâ€ ,run out (â€ Buttler/Curran),25,20,3,0,125.00,2021
India Vs England,India,6,Shreyas Iyer,c Malan b Wood,9,9,1,0,100.00,2021
India Vs England,India,7,Hardik Pandya,c Archer b Jordan,17,15,0,2,113.33,2021
India Vs England,England,1,Jason Roy,c Sharma b Chahal,9,13,2,0,69.23,2021
India Vs England,England,2,Jos Buttlerâ€ ,,83,52,5,4,159.61,2021
India Vs England,England,3,Dawid Malan,st â€ Pant b Washington Sundar,18,17,0,1,105.88,2021
India Vs England,England,4,Jonny Bairstow,,40,28,5,0,142.85,2021
England Vs India,England,1,Jason Roy,c Kumar b Washington Sundar,46,35,4,2,131.42,2021
England Vs India,England,2,Jos Buttlerâ€ ,lbw b Kumar,0,1,0,0,0.00,2021
England Vs India,England,3,Dawid Malan,lbw b Chahal,24,23,4,0,104.34,2021
England Vs India,England,4,Jonny Bairstow,c Yadav b Washington Sundar,20,15,1,1,133.33,2021
England Vs India,England,5,Eoin Morgan(c),c â€ Pant b Thakur,28,20,4,0,140.00,2021
England Vs India,England,6,Ben Stokes,c Pandya b Thakur,24,21,1,0,114.28,2021
England Vs India,England,7,Sam Curran,,6,5,1,0,120.00,2021
England Vs India,England,8,Chris Jordan,,0,0,0,0,-,2021
England Vs India,India,1,KL Rahul,c â€ Buttler b SM Curran,0,6,0,0,0.00,2021
England Vs India,India,2,Ishan Kishan,lbw b Rashid,56,32,5,4,175.00,2021
England Vs India,India,3,Virat Kohli(c),,73,49,5,3,148.97,2021
England Vs India,India,4,Rishabh Pantâ€ ,c Bairstow b Jordan,26,13,2,2,200.00,2021
England Vs India,India,5,Shreyas Iyer,,8,8,0,0,100.00,2021
India Vs England,India,1,Shikhar Dhawan, b Wood,4,12,0,0,33.33,2021
India Vs England,India,2,KL Rahul, b Archer,1,4,0,0,25.00,2021
India Vs England,India,3,Virat Kohli(c),c Jordan b Rashid,0,5,0,0,0.00,2021
India Vs England,India,4,Rishabh Pantâ€ ,c Bairstow b Stokes,21,23,2,1,91.30,2021
India Vs England,India,5,Shreyas Iyer,c Malan b Jordan,67,48,8,1,139.58,2021
India Vs England,India,6,Hardik Pandya,c Jordan b Archer,19,21,1,1,90.47,2021
India Vs England,India,7,Shardul Thakur,c Malan b Archer,0,1,0,0,0.00,2021
India Vs England,India,8,Washington Sundar,,3,3,0,0,100.00,2021
India Vs England,India,9,Axar Patel,,7,3,1,0,233.33,2021
India Vs England,England,1,Jason Roy,lbw b Washington Sundar,49,32,4,3,153.12,2021
India Vs England,England,2,Jos Buttlerâ€ ,lbw b Chahal,28,24,2,1,116.66,2021
India Vs England,England,3,Dawid Malan,,24,20,2,1,120.00,2021
India Vs England,England,4,Jonny Bairstow,,26,17,1,2,152.94,2021
Australia Vs India,Australia,1,Matthew Wadeâ€ ,lbw b Thakur,80,53,7,2,150.94,2020
Australia Vs India,Australia,2,Aaron Finch(c),c Pandya b Washington Sundar,0,2,0,0,0.00,2020
Australia Vs India,Australia,3,Steven Smith, b Washington Sundar,24,23,1,0,104.34,2020
Australia Vs India,Australia,4,Glenn Maxwell, b Natarajan,54,36,3,3,150.00,2020
Australia Vs India,Australia,5,Moises Henriques,,5,2,1,0,250.00,2020
Australia Vs India,Australia,6,D'Arcy Short,run out (sub [MK Pandey]/â€ Rahul),7,3,1,0,233.33,2020
Australia Vs India,Australia,7,Daniel Sams,,4,2,1,0,200.00,2020
Australia Vs India,India,1,KL Rahulâ€ ,c Smith b Maxwell,0,2,0,0,0.00,2020
Australia Vs India,India,2,Shikhar Dhawan,c Sams b Swepson,28,21,3,0,133.33,2020
Australia Vs India,India,3,Virat Kohli(c),c Sams b Tye,85,61,4,3,139.34,2020
Australia Vs India,India,4,Sanju Samson,c Smith b Swepson,10,9,0,0,111.11,2020
Australia Vs India,India,5,Shreyas Iyer,lbw b Swepson,0,1,0,0,0.00,2020
Australia Vs India,India,6,Hardik Pandya,c Finch b Zampa,20,13,1,2,153.84,2020
Australia Vs India,India,7,Washington Sundar,c Tye b Abbott,7,6,1,0,116.66,2020
Australia Vs India,India,8,Shardul Thakur,,17,7,0,2,242.85,2020
Australia Vs India,India,9,Deepak Chahar,,0,0,0,0,-,2020
Australia Vs India,Australia,1,Matthew Wade(c)â€ ,run out (Kohli/â€ Rahul),58,32,10,1,181.25,2020
Australia Vs India,Australia,2,D'Arcy Short,c Iyer b Natarajan,9,9,1,0,100.00,2020
Australia Vs India,Australia,3,Steven Smith,c Pandya b Chahal,46,38,3,2,121.05,2020
Australia Vs India,Australia,4,Glenn Maxwell,c Washington Sundar b Thakur,22,13,0,2,169.23,2020
Australia Vs India,Australia,5,Moises Henriques,c â€ Rahul b Natarajan,26,18,0,1,144.44,2020
Australia Vs India,Australia,6,Marcus Stoinis,,16,7,0,1,228.57,2020
Australia Vs India,Australia,7,Daniel Sams,,8,3,1,0,266.66,2020
Australia Vs India,India,1,KL Rahulâ€ ,c Swepson b Tye,30,22,2,1,136.36,2020
Australia Vs India,India,2,Shikhar Dhawan,c Swepson b Zampa,52,36,4,2,144.44,2020
Australia Vs India,India,3,Virat Kohli(c),c â€ Wade b Sams,40,24,2,2,166.66,2020
Australia Vs India,India,4,Sanju Samson,c Smith b Swepson,15,10,1,1,150.00,2020
Australia Vs India,India,5,Hardik Pandya,,42,22,3,2,190.90,2020
Australia Vs India,India,6,Shreyas Iyer,,12,5,1,1,240.00,2020
India Vs Australia,India,1,KL Rahulâ€ ,c Abbott b Henriques,51,40,5,1,127.50,2020
India Vs Australia,India,2,Shikhar Dhawan, b Starc,1,6,0,0,16.66,2020
India Vs Australia,India,3,Virat Kohli(c),c & b Swepson,9,9,1,0,100.00,2020
India Vs Australia,India,4,Sanju Samson,c Swepson b Henriques,23,15,1,1,153.33,2020
India Vs Australia,India,5,Manish Pandey,c Hazlewood b Zampa,2,8,0,0,25.00,2020
India Vs Australia,India,6,Hardik Pandya,c Smith b Henriques,16,15,0,1,106.66,2020
India Vs Australia,India,7,Ravindra Jadeja,,44,23,5,1,191.30,2020
India Vs Australia,India,8,Washington Sundar,c Abbott b Starc,7,5,1,0,140.00,2020
India Vs Australia,India,9,Deepak Chahar,,0,0,0,0,-,2020
India Vs Australia,Australia,1,D'Arcy Short,c Pandya b Natarajan,34,38,3,0,89.47,2020
India Vs Australia,Australia,2,Aaron Finch(c),c Pandya b Chahal,35,26,5,1,134.61,2020
India Vs Australia,Australia,3,Steven Smith,c Samson b Chahal,12,9,0,1,133.33,2020
India Vs Australia,Australia,4,Glenn Maxwell,lbw b Natarajan,2,3,0,0,66.66,2020
India Vs Australia,Australia,5,Moises Henriques,lbw b Chahar,30,20,1,1,150.00,2020
India Vs Australia,Australia,6,Matthew Wadeâ€ ,c Kohli b Chahal,7,9,0,0,77.77,2020
India Vs Australia,Australia,7,Sean Abbott,,12,8,0,1,150.00,2020
India Vs Australia,Australia,8,Mitchell Starc, b Natarajan,1,2,0,0,50.00,2020
India Vs Australia,Australia,9,Mitchell Swepson,,12,5,1,1,240.00,2020
India Vs New Zealand,India,1,KL Rahulâ€ ,c Santner b Bennett,45,33,4,2,136.36,2020
India Vs New Zealand,India,2,Sanju Samson,c Santner b Kuggeleijn,2,5,0,0,40.00,2020
India Vs New Zealand,India,3,Rohit Sharma(c),,60,41,3,3,146.34,2020
India Vs New Zealand,India,4,Shreyas Iyer,,33,31,1,2,106.45,2020
India Vs New Zealand,India,5,Shivam Dube,c Bruce b Kuggeleijn,5,6,1,0,83.33,2020
India Vs New Zealand,India,6,Manish Pandey,,11,4,1,1,275.00,2020
India Vs New Zealand,New Zealand,1,Martin Guptill,lbw b Bumrah,2,6,0,0,33.33,2020
India Vs New Zealand,New Zealand,2,Colin Munro, b Washington Sundar,15,6,2,1,250.00,2020
India Vs New Zealand,New Zealand,3,Tim Seifertâ€ ,c Samson b Saini,50,30,5,3,166.66,2020
India Vs New Zealand,New Zealand,4,Tom Bruce,run out (Samson/â€ Rahul),0,3,0,0,0.00,2020
India Vs New Zealand,New Zealand,5,Ross Taylor,c â€ Rahul b Saini,53,47,5,2,112.76,2020
India Vs New Zealand,New Zealand,6,Daryl Mitchell, b Bumrah,2,4,0,0,50.00,2020
India Vs New Zealand,New Zealand,7,Mitchell Santner,c Pandey b Thakur,6,7,0,0,85.71,2020
India Vs New Zealand,New Zealand,8,Scott Kuggeleijn,c Washington Sundar b Thakur,0,1,0,0,0.00,2020
India Vs New Zealand,New Zealand,9,Tim Southee(c), b Bumrah,6,5,1,0,120.00,2020
India Vs New Zealand,New Zealand,10,Ish Sodhi,,16,10,0,2,160.00,2020
India Vs New Zealand,New Zealand,11,Hamish Bennett,,1,2,0,0,50.00,2020
India Vs New Zealand,India,1,KL Rahulâ€ ,c Santner b Sodhi,39,26,3,2,150.00,2020
India Vs New Zealand,India,2,Sanju Samson,c Santner b Kuggeleijn,8,5,0,1,160.00,2020
India Vs New Zealand,India,3,Virat Kohli(c),c Santner b Bennett,11,9,2,0,122.22,2020
India Vs New Zealand,India,4,Shreyas Iyer,c â€ Seifert b Sodhi,1,7,0,0,14.28,2020
India Vs New Zealand,India,5,Shivam Dube,c Bruce b Sodhi,12,9,2,0,133.33,2020
India Vs New Zealand,India,6,Manish Pandey,,50,36,3,0,138.88,2020
India Vs New Zealand,India,7,Washington Sundar, b Santner,0,3,0,0,0.00,2020
India Vs New Zealand,India,8,Shardul Thakur,c Southee b Bennett,20,15,2,0,133.33,2020
India Vs New Zealand,India,9,Yuzvendra Chahal,c â€ Seifert b Southee,1,2,0,0,50.00,2020
India Vs New Zealand,India,10,Navdeep Saini,,11,9,2,0,122.22,2020
India Vs New Zealand,New Zealand,1,Martin Guptill,c â€ Rahul b Bumrah,4,8,0,0,50.00,2020
India Vs New Zealand,New Zealand,2,Colin Munro,run out (Thakur/Kohli),64,47,6,3,136.17,2020
India Vs New Zealand,New Zealand,3,Tim Seifertâ€ ,run out (â€ Rahul),57,39,4,3,146.15,2020
India Vs New Zealand,New Zealand,4,Tom Bruce, b Chahal,0,3,0,0,0.00,2020
India Vs New Zealand,New Zealand,5,Ross Taylor,c Iyer b Thakur,24,18,2,0,133.33,2020
India Vs New Zealand,New Zealand,6,Daryl Mitchell,c Dube b Thakur,4,3,1,0,133.33,2020
India Vs New Zealand,New Zealand,7,Mitchell Santner,run out (Samson/â€ Rahul),2,2,0,0,100.00,2020
India Vs New Zealand,New Zealand,8,Scott Kuggeleijn,,0,0,0,0,-,2020
India Vs New Zealand,India,1,Rohit Sharma,c Southee b Bennett,65,40,6,3,162.50,2020
India Vs New Zealand,India,2,KL Rahulâ€ ,c Munro b de Grandhomme,27,19,2,1,142.10,2020
India Vs New Zealand,India,3,Shivam Dube,c Sodhi b Bennett,3,7,0,0,42.85,2020
India Vs New Zealand,India,4,Virat Kohli(c),c Southee b Bennett,38,27,2,1,140.74,2020
India Vs New Zealand,India,5,Shreyas Iyer,st â€ Seifert b Santner,17,16,0,1,106.25,2020
India Vs New Zealand,India,6,Manish Pandey,,14,6,1,1,233.33,2020
India Vs New Zealand,India,7,Ravindra Jadeja,,10,5,0,1,200.00,2020
India Vs New Zealand,New Zealand,1,Martin Guptill,c sub (SV Samson) b Thakur,31,21,2,3,147.61,2020
India Vs New Zealand,New Zealand,2,Colin Munro,st â€ Rahul b Jadeja,14,16,2,0,87.50,2020
India Vs New Zealand,New Zealand,3,Kane Williamson(c),c â€ Rahul b Mohammed Shami,95,48,8,6,197.91,2020
India Vs New Zealand,New Zealand,4,Mitchell Santner, b Chahal,9,11,1,0,81.81,2020
India Vs New Zealand,New Zealand,5,Colin de Grandhomme,c Dube b Thakur,5,12,0,0,41.66,2020
India Vs New Zealand,New Zealand,6,Ross Taylor, b Mohammed Shami,17,10,1,1,170.00,2020
India Vs New Zealand,New Zealand,7,Tim Seifertâ€ ,,0,2,0,0,0.00,2020
New Zealand Vs India,New Zealand,1,Martin Guptill,c Kohli b Thakur,33,20,4,2,165.00,2020
New Zealand Vs India,New Zealand,2,Colin Munro,c Kohli b Dube,26,25,2,1,104.00,2020
New Zealand Vs India,New Zealand,3,Kane Williamson(c),c Chahal b Jadeja,14,20,0,0,70.00,2020
New Zealand Vs India,New Zealand,4,Colin de Grandhomme,c & b Jadeja,3,5,0,0,60.00,2020
New Zealand Vs India,New Zealand,5,Ross Taylor,c Sharma b Bumrah,18,24,0,0,75.00,2020
New Zealand Vs India,New Zealand,6,Tim Seifertâ€ ,,33,26,1,2,126.92,2020
New Zealand Vs India,New Zealand,7,Mitchell Santner,,0,0,0,0,-,2020
New Zealand Vs India,India,1,Rohit Sharma,c Taylor b Southee,8,6,2,0,133.33,2020
New Zealand Vs India,India,2,KL Rahulâ€ ,,57,50,3,2,114.00,2020
New Zealand Vs India,India,3,Virat Kohli(c),c â€ Seifert b Southee,11,12,1,0,91.66,2020
New Zealand Vs India,India,4,Shreyas Iyer,c Southee b Sodhi,44,33,1,3,133.33,2020
New Zealand Vs India,India,5,Shivam Dube,,8,4,0,1,200.00,2020
New Zealand Vs India,New Zealand,1,Martin Guptill,c Sharma b Dube,30,19,4,1,157.89,2020
New Zealand Vs India,New Zealand,2,Colin Munro,c Chahal b Thakur,59,42,6,2,140.47,2020
New Zealand Vs India,New Zealand,3,Kane Williamson(c),c Kohli b Chahal,51,26,4,4,196.15,2020
New Zealand Vs India,New Zealand,4,Colin de Grandhomme,c Dube b Jadeja,0,2,0,0,0.00,2020
New Zealand Vs India,New Zealand,5,Ross Taylor,,54,27,3,3,200.00,2020
New Zealand Vs India,New Zealand,6,Tim Seifertâ€ ,c Iyer b Bumrah,1,2,0,0,50.00,2020
New Zealand Vs India,New Zealand,7,Mitchell Santner,,2,2,0,0,100.00,2020
New Zealand Vs India,India,1,Rohit Sharma,c Taylor b Santner,7,6,0,1,116.66,2020
New Zealand Vs India,India,2,KL Rahulâ€ ,c Southee b Sodhi,56,27,4,3,207.40,2020
New Zealand Vs India,India,3,Virat Kohli(c),c Guptill b Tickner,45,32,3,1,140.62,2020
New Zealand Vs India,India,4,Shreyas Iyer,,58,29,5,3,200.00,2020
New Zealand Vs India,India,5,Shivam Dube,c Southee b Sodhi,13,9,1,1,144.44,2020
New Zealand Vs India,India,6,Manish Pandey,,14,12,0,1,116.66,2020
India Vs Sri Lanka,India,1,KL Rahul,st â€ Perera b Sandakan,54,36,5,1,150.00,2020
India Vs Sri Lanka,India,2,Shikhar Dhawan,c Gunathilaka b Sandakan,52,36,7,1,144.44,2020
India Vs Sri Lanka,India,3,Sanju Samsonâ€ ,lbw b PWH de Silva,6,2,0,1,300.00,2020
India Vs Sri Lanka,India,4,Manish Pandey,,31,18,4,0,172.22,2020
India Vs Sri Lanka,India,5,Shreyas Iyer,c & b Sandakan,4,2,1,0,200.00,2020
India Vs Sri Lanka,India,6,Virat Kohli(c),run out (Gunathilaka/â€ Perera),26,17,2,1,152.94,2020
India Vs Sri Lanka,India,7,Washington Sundar,c Sandakan b Kumara,0,1,0,0,0.00,2020
India Vs Sri Lanka,India,8,Shardul Thakur,,22,8,1,2,275.00,2020
India Vs Sri Lanka,Sri Lanka,1,Danushka Gunathilaka,c Washington Sundar b Bumrah,1,2,0,0,50.00,2020
India Vs Sri Lanka,Sri Lanka,2,Avishka Fernando,c Iyer b Thakur,9,7,0,1,128.57,2020
India Vs Sri Lanka,Sri Lanka,3,Kusal Pereraâ€ , b Saini,7,10,1,0,70.00,2020
India Vs Sri Lanka,Sri Lanka,4,Oshada Fernando,run out (Pandey),2,5,0,0,40.00,2020
India Vs Sri Lanka,Sri Lanka,5,Angelo Mathews,c Pandey b Washington Sundar,31,20,1,3,155.00,2020
India Vs Sri Lanka,Sri Lanka,6,Dhananjaya de Silva,c Bumrah b Saini,57,36,8,1,158.33,2020
India Vs Sri Lanka,Sri Lanka,7,Dasun Shanaka,c & b Thakur,9,9,0,1,100.00,2020
India Vs Sri Lanka,Sri Lanka,8,Wanindu Hasaranga,run out (Chahal),0,2,0,0,0.00,2020
India Vs Sri Lanka,Sri Lanka,9,Lakshan Sandakan,st â€ Samson b Washington Sundar,1,2,0,0,50.00,2020
India Vs Sri Lanka,Sri Lanka,10,Lasith Malinga(c),c Kohli b Saini,0,1,0,0,0.00,2020
India Vs Sri Lanka,Sri Lanka,11,Lahiru Kumara,,1,1,0,0,100.00,2020
Sri Lanka Vs India,Sri Lanka,1,Danushka Gunathilaka, b Saini,20,21,3,0,95.23,2020
Sri Lanka Vs India,Sri Lanka,2,Avishka Fernando,c Saini b Washington Sundar,22,16,5,0,137.50,2020
Sri Lanka Vs India,Sri Lanka,3,Kusal Pereraâ€ ,c Dhawan b Kuldeep Yadav,34,28,0,3,121.42,2020
Sri Lanka Vs India,Sri Lanka,4,Oshada Fernando,st â€ Pant b Kuldeep Yadav,10,9,1,0,111.11,2020
Sri Lanka Vs India,Sri Lanka,5,Bhanuka Rajapaksa,c â€ Pant b Saini,9,12,1,0,75.00,2020
Sri Lanka Vs India,Sri Lanka,6,Dasun Shanaka, b Bumrah,7,8,0,0,87.50,2020
Sri Lanka Vs India,Sri Lanka,7,Dhananjaya de Silva,c Dube b Thakur,17,13,2,0,130.76,2020
Sri Lanka Vs India,Sri Lanka,8,Wanindu Hasaranga,,16,10,3,0,160.00,2020
Sri Lanka Vs India,Sri Lanka,9,Isuru Udana,c Saini b Thakur,1,2,0,0,50.00,2020
Sri Lanka Vs India,Sri Lanka,10,Lasith Malinga(c),c Kuldeep Yadav b Thakur,0,1,0,0,0.00,2020
Sri Lanka Vs India,Sri Lanka,11,Lahiru Kumara,,0,0,0,0,-,2020
Sri Lanka Vs India,India,1,KL Rahul, b PWH de Silva,45,32,6,0,140.62,2020
Sri Lanka Vs India,India,2,Shikhar Dhawan,lbw b PWH de Silva,32,29,2,0,110.34,2020
Sri Lanka Vs India,India,3,Shreyas Iyer,c Shanaka b Kumara,34,26,3,1,130.76,2020
Sri Lanka Vs India,India,4,Virat Kohli(c),,30,17,1,2,176.47,2020
Sri Lanka Vs India,India,5,Rishabh Pantâ€ ,,1,1,0,0,100.00,2020
India Vs West Indies,India,1,Rohit Sharma,c Walsh b Williams,71,34,6,5,208.82,2019
India Vs West Indies,India,2,KL Rahul,c â€ Pooran b Cottrell,91,56,9,4,162.50,2019
India Vs West Indies,India,3,Rishabh Pantâ€ ,c Holder b Pollard,0,2,0,0,0.00,2019
India Vs West Indies,India,4,Virat Kohli(c),,70,29,4,7,241.37,2019
India Vs West Indies,India,5,Shreyas Iyer,,0,0,0,0,-,2019
India Vs West Indies,West Indies,1,Lendl Simmons,c Iyer b Mohammed Shami,7,11,1,0,63.63,2019
India Vs West Indies,West Indies,2,Brandon King,c Rahul b Kumar,5,4,1,0,125.00,2019
India Vs West Indies,West Indies,3,Shimron Hetmyer,c Rahul b Kuldeep Yadav,41,24,1,5,170.83,2019
India Vs West Indies,West Indies,4,Nicholas Pooranâ€ ,c Dube b Chahar,0,1,0,0,0.00,2019
India Vs West Indies,West Indies,5,Kieron Pollard(c),c sub (RA Jadeja) b Kumar,68,39,5,6,174.35,2019
India Vs West Indies,West Indies,6,Jason Holder,c sub (MK Pandey) b Kuldeep Yadav,8,5,1,0,160.00,2019
India Vs West Indies,West Indies,7,Hayden Walsh, b Mohammed Shami,11,13,1,0,84.61,2019
India Vs West Indies,West Indies,8,Khary Pierre,c sub (RA Jadeja) b Chahar,6,12,0,0,50.00,2019
India Vs West Indies,West Indies,9,Kesrick Williams,,13,7,1,1,185.71,2019
India Vs West Indies,West Indies,10,Sheldon Cottrell,,4,4,1,0,100.00,2019
India Vs West Indies,India,1,Rohit Sharma, b Holder,15,18,2,0,83.33,2019
India Vs West Indies,India,2,KL Rahul,c Hetmyer b Pierre,11,11,1,0,100.00,2019
India Vs West Indies,India,3,Shivam Dube,c Hetmyer b Walsh,54,30,3,4,180.00,2019
India Vs West Indies,India,4,Virat Kohli(c),c Simmons b Williams,19,17,2,0,111.76,2019
India Vs West Indies,India,5,Rishabh Pantâ€ ,,33,22,3,1,150.00,2019
India Vs West Indies,India,6,Shreyas Iyer,c King b Walsh,10,11,1,0,90.90,2019
India Vs West Indies,India,7,Ravindra Jadeja, b Williams,9,11,0,0,81.81,2019
India Vs West Indies,India,8,Washington Sundar,c & b Cottrell,0,1,0,0,0.00,2019
India Vs West Indies,India,9,Deepak Chahar,,1,1,0,0,100.00,2019
India Vs West Indies,West Indies,1,Lendl Simmons,,67,45,4,4,148.88,2019
India Vs West Indies,West Indies,2,Evin Lewis,st â€ Pant b Washington Sundar,40,35,3,3,114.28,2019
India Vs West Indies,West Indies,3,Shimron Hetmyer,c Kohli b Jadeja,23,14,0,3,164.28,2019
India Vs West Indies,West Indies,4,Nicholas Pooranâ€ ,,38,18,4,2,211.11,2019
West Indies Vs India,West Indies,1,Lendl Simmons,c Sharma b Chahar,2,4,0,0,50.00,2019
West Indies Vs India,West Indies,2,Evin Lewis,lbw b Washington Sundar,40,17,3,4,235.29,2019
West Indies Vs India,West Indies,3,Brandon King,st â€ Pant b Jadeja,31,23,3,1,134.78,2019
West Indies Vs India,West Indies,4,Shimron Hetmyer,c Sharma b Chahal,56,41,2,4,136.58,2019
West Indies Vs India,West Indies,5,Kieron Pollard(c), b Chahal,37,19,1,4,194.73,2019
West Indies Vs India,West Indies,6,Jason Holder,,24,9,1,2,266.66,2019
West Indies Vs India,West Indies,7,Denesh Ramdinâ€ ,,11,7,1,0,157.14,2019
West Indies Vs India,India,1,Rohit Sharma,c Hetmyer b Pierre,8,10,1,0,80.00,2019
West Indies Vs India,India,2,KL Rahul,c Pollard b Pierre,62,40,5,4,155.00,2019
West Indies Vs India,India,3,Virat Kohli(c),,94,50,6,6,188.00,2019
West Indies Vs India,India,4,Rishabh Pantâ€ ,c Holder b Cottrell,18,9,0,2,200.00,2019
West Indies Vs India,India,5,Shreyas Iyer,c & b Pollard,4,6,0,0,66.66,2019
West Indies Vs India,India,6,Shivam Dube,,0,0,0,0,-,2019
India Vs Bangladesh,India,1,Rohit Sharma(c), b Shafiul Islam,2,6,0,0,33.33,2019
India Vs Bangladesh,India,2,Shikhar Dhawan,c Mahmudullah b Shafiul Islam,19,16,4,0,118.75,2019
India Vs Bangladesh,India,3,KL Rahul,c Litton Das b Al-Amin Hossain,52,35,7,0,148.57,2019
India Vs Bangladesh,India,4,Shreyas Iyer,c Litton Das b Soumya Sarkar,62,33,3,5,187.87,2019
India Vs Bangladesh,India,5,Rishabh Pantâ€ , b Soumya Sarkar,6,9,0,0,66.66,2019
India Vs Bangladesh,India,6,Manish Pandey,,22,13,3,0,169.23,2019
India Vs Bangladesh,India,7,Shivam Dube,,9,8,0,0,112.50,2019
India Vs Bangladesh,Bangladesh,1,Litton Das,c Washington Sundar b Chahar,9,8,2,0,112.50,2019
India Vs Bangladesh,Bangladesh,2,Mohammad Naim, b Dube,81,48,10,2,168.75,2019
India Vs Bangladesh,Bangladesh,3,Soumya Sarkar,c Dube b Chahar,0,1,0,0,0.00,2019
India Vs Bangladesh,Bangladesh,4,Mohammad Mithun,c Rahul b Chahar,27,29,2,1,93.10,2019
India Vs Bangladesh,Bangladesh,5,Mushfiqur Rahimâ€ , b Dube,0,1,0,0,0.00,2019
India Vs Bangladesh,Bangladesh,6,Mahmudullah(c), b Chahal,8,10,0,0,80.00,2019
