match,bowlingTeam,bowlerName,overs,maiden,runs,wickets,economy,0s,4s,6s,wides,noBalls,Year
England Vs India,India,Bhuvneshwar Kumar,4,0,28,1,7.00,10,3,0,1,0,2021
England Vs India,India,Washington Sundar,4,0,29,2,7.25,11,2,2,0,0,2021
England Vs India,India,Shardul Thakur,4,0,29,2,7.25,10,4,0,1,0,2021
England Vs India,India,Hardik Pandya,4,0,33,0,8.25,4,2,0,1,0,2021
England Vs India,India,Yuzvendra Chahal,4,0,34,1,8.50,9,4,1,2,0,2021
England Vs India,England,Sam Curran,4,1,22,1,5.50,8,2,0,0,0,2021
England Vs India,England,Jofra Archer,4,0,24,0,6.00,11,3,0,1,0,2021
England Vs India,England,Chris Jordan,2.5,0,38,1,13.41,3,4,2,0,0,2021
England Vs India,England,Tom Curran,2,0,26,0,13.00,2,2,2,0,0,2021
England Vs India,England,Ben Stokes,1,0,17,0,17.00,1,0,2,0,1,2021
England Vs India,England,Adil Rashid,4,0,38,1,9.50,7,1,3,0,0,2021
India Vs England,England,Adil Rashid,3,0,14,1,4.66,11,2,0,0,0,2021
India Vs England,England,Jofra Archer,4,1,23,3,5.75,16,3,1,1,0,2021
India Vs England,England,Mark Wood,4,0,20,1,5.00,11,2,0,0,0,2021
India Vs England,England,Chris Jordan,4,0,27,1,6.75,7,1,1,1,0,2021
India Vs England,England,Ben Stokes,3,0,25,1,8.33,5,2,1,0,0,2021
India Vs England,England,Sam Curran,2,0,15,0,7.50,4,2,0,0,0,2021
India Vs England,India,Axar Patel,3,0,24,0,8.00,9,1,2,0,0,2021
India Vs England,India,Bhuvneshwar Kumar,2,0,15,0,7.50,6,2,0,0,0,2021
India Vs England,India,Yuzvendra Chahal,4,0,44,1,11.00,7,2,4,0,0,2021
India Vs England,India,Shardul Thakur,2,0,16,0,8.00,3,1,0,2,0,2021
India Vs England,India,Hardik Pandya,2,0,13,0,6.50,5,2,0,0,0,2021
India Vs England,India,Washington Sundar,2.3,0,18,1,7.20,5,1,1,0,0,2021
Australia Vs India,India,Deepak Chahar,4,0,34,0,8.50,8,4,0,1,0,2020
Australia Vs India,India,Washington Sundar,4,0,34,2,8.50,9,4,0,1,0,2020
Australia Vs India,India,T Natarajan,4,0,33,1,8.25,8,3,0,2,0,2020
Australia Vs India,India,Yuzvendra Chahal,4,0,41,0,10.25,3,1,2,2,1,2020
Australia Vs India,India,Shardul Thakur,4,0,43,1,10.75,6,2,3,0,0,2020
Australia Vs India,Australia,Glenn Maxwell,3,0,20,1,6.66,3,1,0,1,0,2020
Australia Vs India,Australia,Sean Abbott,4,0,49,1,12.25,4,4,2,1,0,2020
Australia Vs India,Australia,Daniel Sams,2,0,29,0,14.50,2,1,3,1,0,2020
Australia Vs India,Australia,Andrew Tye,4,0,31,1,7.75,10,2,2,1,0,2020
Australia Vs India,Australia,Mitchell Swepson,4,0,23,3,5.75,4,0,0,0,0,2020
Australia Vs India,Australia,Adam Zampa,3,0,21,1,7.00,3,1,0,0,0,2020
Australia Vs India,India,Deepak Chahar,4,0,48,0,12.00,6,5,1,2,0,2020
Australia Vs India,India,Washington Sundar,4,0,35,0,8.75,7,3,1,1,0,2020
Australia Vs India,India,Shardul Thakur,4,0,39,1,9.75,7,6,0,1,0,2020
Australia Vs India,India,T Natarajan,4,0,20,2,5.00,8,1,0,0,0,2020
Australia Vs India,India,Yuzvendra Chahal,4,0,51,1,12.75,5,0,5,1,0,2020
Australia Vs India,Australia,Daniel Sams,3.4,0,41,1,11.18,8,2,3,0,0,2020
Australia Vs India,Australia,Sean Abbott,2,0,17,0,8.50,3,1,1,0,0,2020
Australia Vs India,Australia,Andrew Tye,4,0,47,1,11.75,10,6,2,1,1,2020
Australia Vs India,Australia,Glenn Maxwell,1,0,19,0,19.00,0,2,1,0,0,2020
Australia Vs India,Australia,Mitchell Swepson,4,0,25,1,6.25,7,0,0,1,0,2020
Australia Vs India,Australia,Moises Henriques,1,0,9,0,9.00,1,1,0,0,0,2020
Australia Vs India,Australia,Adam Zampa,4,0,36,1,9.00,4,1,2,0,0,2020
India Vs Australia,Australia,Mitchell Starc,4,0,34,2,8.50,9,4,0,2,0,2020
India Vs Australia,Australia,Josh Hazlewood,4,0,39,0,9.75,8,4,1,0,1,2020
India Vs Australia,Australia,Adam Zampa,4,0,20,1,5.00,9,1,0,0,0,2020
India Vs Australia,Australia,Sean Abbott,2,0,23,0,11.50,2,2,1,1,0,2020
India Vs Australia,Australia,Mitchell Swepson,2,0,21,1,10.50,3,2,1,0,0,2020
India Vs Australia,Australia,Moises Henriques,4,0,22,3,5.50,11,0,1,1,0,2020
India Vs Australia,India,Deepak Chahar,4,0,29,1,7.25,10,3,1,0,0,2020
India Vs Australia,India,Washington Sundar,4,0,16,0,4.00,13,1,0,0,0,2020
India Vs Australia,India,Mohammed Shami,4,0,46,0,11.50,7,4,3,0,0,2020
India Vs Australia,India,T Natarajan,4,0,30,3,7.50,7,1,1,0,0,2020
India Vs Australia,India,Yuzvendra Chahal,4,0,25,3,6.25,7,1,0,1,0,2020
India Vs New Zealand,New Zealand,Tim Southee,4,0,52,0,13.00,5,5,3,1,0,2020
India Vs New Zealand,New Zealand,Scott Kuggeleijn,4,0,25,2,6.25,14,1,1,1,0,2020
India Vs New Zealand,New Zealand,Hamish Bennett,4,0,21,1,5.25,11,2,0,0,0,2020
India Vs New Zealand,New Zealand,Ish Sodhi,4,0,28,0,7.00,9,1,2,0,0,2020
India Vs New Zealand,New Zealand,Mitchell Santner,4,0,36,0,9.00,5,1,2,0,0,2020
India Vs New Zealand,India,Washington Sundar,3,0,20,1,6.66,9,2,1,0,0,2020
India Vs New Zealand,India,Jasprit Bumrah,4,1,12,3,3.00,16,1,0,0,0,2020
India Vs New Zealand,India,Navdeep Saini,4,0,23,2,5.75,14,4,0,0,0,2020
India Vs New Zealand,India,Shardul Thakur,4,0,38,2,9.50,8,3,2,2,0,2020
India Vs New Zealand,India,Yuzvendra Chahal,4,0,28,0,7.00,7,1,1,1,0,2020
India Vs New Zealand,India,Shivam Dube,1,0,34,0,34.00,0,2,4,0,1,2020
India Vs New Zealand,New Zealand,Tim Southee,4,0,28,1,7.00,7,1,0,2,0,2020
India Vs New Zealand,New Zealand,Scott Kuggeleijn,4,0,39,1,9.75,12,4,2,3,1,2020
India Vs New Zealand,New Zealand,Mitchell Santner,4,0,26,1,6.50,11,1,1,0,0,2020
India Vs New Zealand,New Zealand,Hamish Bennett,4,0,41,2,10.25,7,6,0,1,0,2020
India Vs New Zealand,New Zealand,Ish Sodhi,4,0,26,3,6.50,8,2,0,0,0,2020
India Vs New Zealand,India,Shardul Thakur,4,0,33,2,8.25,9,4,1,1,0,2020
India Vs New Zealand,India,Navdeep Saini,4,0,29,0,7.25,12,3,1,1,0,2020
India Vs New Zealand,India,Jasprit Bumrah,4,0,20,1,5.00,11,2,0,0,0,2020
India Vs New Zealand,India,Yuzvendra Chahal,4,0,38,1,9.50,4,1,2,1,0,2020
India Vs New Zealand,India,Washington Sundar,2,0,24,0,12.00,3,3,1,0,0,2020
India Vs New Zealand,India,Shivam Dube,2,0,14,0,7.00,3,0,1,0,0,2020
India Vs New Zealand,New Zealand,Tim Southee,4,0,39,0,9.75,7,2,2,2,0,2020
India Vs New Zealand,New Zealand,Hamish Bennett,4,0,54,3,13.50,4,3,4,0,0,2020
India Vs New Zealand,New Zealand,Scott Kuggeleijn,2,0,10,0,5.00,5,1,0,0,0,2020
India Vs New Zealand,New Zealand,Mitchell Santner,4,0,37,1,9.25,5,2,2,0,0,2020
India Vs New Zealand,New Zealand,Ish Sodhi,4,0,23,0,5.75,8,2,0,0,0,2020
India Vs New Zealand,New Zealand,Colin de Grandhomme,2,0,13,1,6.50,3,1,0,0,0,2020
India Vs New Zealand,India,Shardul Thakur,3,0,21,2,7.00,10,1,2,0,0,2020
India Vs New Zealand,India,Mohammed Shami,4,0,32,2,8.00,9,2,2,0,0,2020
India Vs New Zealand,India,Jasprit Bumrah,4,0,45,0,11.25,8,6,2,0,0,2020
India Vs New Zealand,India,Yuzvendra Chahal,4,0,36,1,9.00,8,4,1,0,0,2020
India Vs New Zealand,India,Ravindra Jadeja,4,0,23,1,5.75,11,0,2,0,0,2020
India Vs New Zealand,India,Shivam Dube,1,0,14,0,14.00,0,1,1,0,0,2020
New Zealand Vs India,India,Shardul Thakur,2,0,21,1,10.50,8,2,2,1,0,2020
New Zealand Vs India,India,Mohammed Shami,4,0,22,0,5.50,11,2,0,0,0,2020
New Zealand Vs India,India,Jasprit Bumrah,4,0,21,1,5.25,9,0,1,0,0,2020
New Zealand Vs India,India,Yuzvendra Chahal,4,0,33,0,8.25,5,2,1,0,0,2020
New Zealand Vs India,India,Shivam Dube,2,0,16,1,8.00,4,1,1,0,0,2020
New Zealand Vs India,India,Ravindra Jadeja,4,0,18,2,4.50,9,0,0,2,0,2020
New Zealand Vs India,New Zealand,Tim Southee,3.3,0,20,2,5.71,12,2,1,0,0,2020
New Zealand Vs India,New Zealand,Hamish Bennett,3,0,29,0,9.66,8,2,1,1,0,2020
New Zealand Vs India,New Zealand,Blair Tickner,3,0,34,0,11.33,3,2,2,0,0,2020
New Zealand Vs India,New Zealand,Mitchell Santner,4,0,19,0,4.75,10,1,0,0,0,2020
New Zealand Vs India,New Zealand,Ish Sodhi,4,0,33,1,8.25,5,0,2,2,0,2020
New Zealand Vs India,India,Jasprit Bumrah,4,0,31,1,7.75,8,2,0,2,0,2020
New Zealand Vs India,India,Shardul Thakur,3,0,44,1,14.66,5,3,4,0,0,2020
New Zealand Vs India,India,Mohammed Shami,4,0,53,0,13.25,6,5,3,3,0,2020
New Zealand Vs India,India,Yuzvendra Chahal,4,0,32,1,8.00,8,5,0,0,0,2020
New Zealand Vs India,India,Shivam Dube,3,0,24,1,8.00,7,1,2,0,0,2020
New Zealand Vs India,India,Ravindra Jadeja,2,0,18,1,9.00,2,1,1,0,0,2020
New Zealand Vs India,New Zealand,Tim Southee,4,0,48,0,12.00,5,2,4,0,0,2020
New Zealand Vs India,New Zealand,Mitchell Santner,4,0,50,1,12.50,5,4,3,2,0,2020
New Zealand Vs India,New Zealand,Hamish Bennett,4,0,36,0,9.00,3,4,0,1,0,2020
New Zealand Vs India,New Zealand,Blair Tickner,3,0,34,1,11.33,4,1,2,1,1,2020
New Zealand Vs India,New Zealand,Ish Sodhi,4,0,36,2,9.00,6,2,1,5,0,2020
India Vs Sri Lanka,Sri Lanka,Lasith Malinga,4,0,40,0,10.00,5,4,1,1,0,2020
India Vs Sri Lanka,Sri Lanka,Angelo Mathews,3,0,38,0,12.66,4,5,1,1,0,2020
India Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,1,0,13,0,13.00,1,1,1,0,0,2020
India Vs Sri Lanka,Sri Lanka,Lahiru Kumara,4,0,46,1,11.50,4,6,1,1,0,2020
India Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,4,0,27,1,6.75,7,1,1,0,0,2020
India Vs Sri Lanka,Sri Lanka,Lakshan Sandakan,4,0,35,3,8.75,5,3,1,0,0,2020
India Vs Sri Lanka,India,Jasprit Bumrah,2,1,5,1,2.50,9,0,0,1,0,2020
India Vs Sri Lanka,India,Shardul Thakur,3,0,19,2,6.33,11,2,1,1,0,2020
India Vs Sri Lanka,India,Navdeep Saini,3.5,0,28,3,7.30,13,5,0,2,0,2020
India Vs Sri Lanka,India,Washington Sundar,4,0,37,2,9.25,8,1,3,0,0,2020
India Vs Sri Lanka,India,Yuzvendra Chahal,3,0,33,0,11.00,2,2,2,0,0,2020
Sri Lanka Vs India,India,Jasprit Bumrah,4,0,32,1,8.00,12,6,0,1,0,2020
Sri Lanka Vs India,India,Shardul Thakur,4,0,23,3,5.75,12,3,0,1,0,2020
Sri Lanka Vs India,India,Navdeep Saini,4,0,18,2,4.50,13,2,0,1,0,2020
Sri Lanka Vs India,India,Washington Sundar,4,0,29,1,7.25,6,2,1,0,0,2020
Sri Lanka Vs India,India,Kuldeep Yadav,4,0,38,2,9.50,6,2,2,0,0,2020
Sri Lanka Vs India,Sri Lanka,Lasith Malinga,4,0,41,0,10.25,5,3,1,0,0,2020
Sri Lanka Vs India,Sri Lanka,Lahiru Kumara,3.3,0,30,1,8.57,8,4,1,0,0,2020
Sri Lanka Vs India,Sri Lanka,Dhananjaya de Silva,2,0,15,0,7.50,2,1,0,0,0,2020
Sri Lanka Vs India,Sri Lanka,Dasun Shanaka,4,0,26,0,6.50,6,2,0,0,0,2020
Sri Lanka Vs India,Sri Lanka,Wanindu Hasaranga,4,0,30,2,7.50,6,2,1,0,0,2020
India Vs West Indies,West Indies,Sheldon Cottrell,4,0,40,1,10.00,10,5,2,1,0,2019
India Vs West Indies,West Indies,Jason Holder,4,0,54,0,13.50,6,6,3,1,0,2019
India Vs West Indies,West Indies,Khary Pierre,2,0,35,0,17.50,1,2,3,1,0,2019
India Vs West Indies,West Indies,Kesrick Williams,4,0,37,1,9.25,9,2,3,0,0,2019
India Vs West Indies,West Indies,Hayden Walsh,4,0,38,0,9.50,6,3,2,0,0,2019
India Vs West Indies,West Indies,Kieron Pollard,2,0,33,1,16.50,1,1,3,1,1,2019
India Vs West Indies,India,Deepak Chahar,4,0,20,2,5.00,15,3,0,1,0,2019
India Vs West Indies,India,Bhuvneshwar Kumar,4,0,41,2,10.25,11,4,3,1,0,2019
India Vs West Indies,India,Mohammed Shami,4,0,25,2,6.25,11,0,2,0,0,2019
India Vs West Indies,India,Shivam Dube,3,0,32,0,10.66,6,3,2,1,0,2019
India Vs West Indies,India,Kuldeep Yadav,4,0,45,2,11.25,11,2,5,1,0,2019
India Vs West Indies,India,Washington Sundar,1,0,5,0,5.00,2,0,0,1,0,2019
India Vs West Indies,West Indies,Sheldon Cottrell,4,0,27,1,6.75,11,1,0,3,0,2019
India Vs West Indies,West Indies,Khary Pierre,2,0,11,1,5.50,5,1,0,0,0,2019
India Vs West Indies,West Indies,Jason Holder,4,0,42,1,10.50,6,6,1,0,0,2019
India Vs West Indies,West Indies,Kesrick Williams,4,0,30,2,7.50,8,1,0,3,2,2019
India Vs West Indies,West Indies,Kieron Pollard,2,0,29,0,14.50,3,0,3,3,0,2019
India Vs West Indies,West Indies,Hayden Walsh,4,0,28,2,7.00,11,3,1,0,0,2019
India Vs West Indies,India,Deepak Chahar,3.3,0,35,0,10.00,7,4,1,2,0,2019
India Vs West Indies,India,Bhuvneshwar Kumar,4,0,36,0,9.00,7,4,1,0,0,2019
India Vs West Indies,India,Washington Sundar,4,0,26,1,6.50,14,0,3,1,0,2019
India Vs West Indies,India,Yuzvendra Chahal,3,0,36,0,12.00,7,1,4,1,0,2019
India Vs West Indies,India,Shivam Dube,2,0,18,0,9.00,4,2,0,0,1,2019
India Vs West Indies,India,Ravindra Jadeja,2,0,22,1,11.00,5,0,3,0,0,2019
West Indies Vs India,India,Washington Sundar,3,0,34,1,11.33,5,3,2,1,0,2019
West Indies Vs India,India,Deepak Chahar,4,0,56,1,14.00,3,2,5,2,0,2019
West Indies Vs India,India,Bhuvneshwar Kumar,4,0,36,0,9.00,8,2,2,0,0,2019
West Indies Vs India,India,Ravindra Jadeja,4,0,30,1,7.50,10,2,2,0,0,2019
West Indies Vs India,India,Yuzvendra Chahal,4,0,36,2,9.00,9,1,3,1,0,2019
West Indies Vs India,India,Shivam Dube,1,0,13,0,13.00,1,1,1,0,0,2019
West Indies Vs India,West Indies,Sheldon Cottrell,4,0,24,1,6.00,10,1,1,0,0,2019
West Indies Vs India,West Indies,Jason Holder,4,0,46,0,11.50,8,5,2,2,1,2019
West Indies Vs India,West Indies,Khary Pierre,4,0,44,2,11.00,8,1,3,3,0,2019
West Indies Vs India,West Indies,Hayden Walsh,2,0,19,0,9.50,3,3,0,1,0,2019
West Indies Vs India,West Indies,Kesrick Williams,3.4,0,60,0,16.36,2,2,5,1,2,2019
West Indies Vs India,West Indies,Kieron Pollard,1,0,10,1,10.00,2,0,1,1,0,2019
India Vs Bangladesh,Bangladesh,Al-Amin Hossain,4,0,22,1,5.50,9,2,0,0,0,2019
India Vs Bangladesh,Bangladesh,Shafiul Islam,4,1,32,2,8.00,9,5,0,0,0,2019
India Vs Bangladesh,Bangladesh,Mustafizur Rahman,4,0,42,0,10.50,6,6,0,2,0,2019
India Vs Bangladesh,Bangladesh,Aminul Islam,3,0,29,0,9.66,4,3,1,0,0,2019
India Vs Bangladesh,Bangladesh,Soumya Sarkar,4,0,29,2,7.25,6,1,1,0,0,2019
India Vs Bangladesh,Bangladesh,Afif Hossain,1,0,20,0,20.00,1,0,3,0,0,2019
India Vs Bangladesh,India,Khaleel Ahmed,4,0,27,0,6.75,12,4,0,2,0,2019
India Vs Bangladesh,India,Washington Sundar,4,0,34,0,8.50,7,2,2,0,0,2019
India Vs Bangladesh,India,Deepak Chahar,3.2,0,7,6,2.10,14,0,0,0,0,2019
India Vs Bangladesh,India,Yuzvendra Chahal,4,0,43,1,10.75,3,5,1,0,0,2019
India Vs Bangladesh,India,Shivam Dube,4,0,30,3,7.50,7,4,0,0,0,2019
Bangladesh Vs India,India,Deepak Chahar,4,0,25,1,6.25,9,2,0,0,0,2019
Bangladesh Vs India,India,Khaleel Ahmed,4,0,44,1,11.00,8,9,0,0,0,2019
Bangladesh Vs India,India,Washington Sundar,4,0,25,1,6.25,7,2,0,0,0,2019
Bangladesh Vs India,India,Yuzvendra Chahal,4,0,28,2,7.00,7,2,0,0,1,2019
Bangladesh Vs India,India,Shivam Dube,2,0,12,0,6.00,4,1,0,0,0,2019
Bangladesh Vs India,India,Krunal Pandya,2,0,17,0,8.50,3,0,1,3,0,2019
Bangladesh Vs India,Bangladesh,Mustafizur Rahman,3.4,0,35,0,9.54,9,5,1,2,0,2019
Bangladesh Vs India,Bangladesh,Shafiul Islam,2,0,23,0,11.50,2,2,1,0,0,2019
Bangladesh Vs India,Bangladesh,Al-Amin Hossain,4,0,32,0,8.00,7,4,0,1,0,2019
Bangladesh Vs India,Bangladesh,Aminul Islam,4,0,29,2,7.25,9,2,1,0,0,2019
Bangladesh Vs India,Bangladesh,Afif Hossain,1,0,13,0,13.00,0,0,1,2,0,2019
Bangladesh Vs India,Bangladesh,Mosaddek Hossain,1,0,21,0,21.00,1,0,3,0,0,2019
India Vs Bangladesh,Bangladesh,Shafiul Islam,4,0,36,2,9.00,9,5,1,0,0,2019
India Vs Bangladesh,Bangladesh,Al-Amin Hossain,4,0,27,0,6.75,10,1,2,0,0,2019
India Vs Bangladesh,Bangladesh,Mustafizur Rahman,2,0,15,0,7.50,4,2,0,0,0,2019
India Vs Bangladesh,Bangladesh,Aminul Islam,3,0,22,2,7.33,6,0,2,0,0,2019
India Vs Bangladesh,Bangladesh,Soumya Sarkar,2,0,16,0,8.00,3,2,0,0,0,2019
India Vs Bangladesh,Bangladesh,Afif Hossain,3,0,11,1,3.66,10,1,0,0,0,2019
India Vs Bangladesh,Bangladesh,Mosaddek Hossain,1,0,8,0,8.00,1,1,0,0,0,2019
India Vs Bangladesh,Bangladesh,Mahmudullah,1,0,10,0,10.00,2,0,1,1,0,2019
India Vs Bangladesh,India,Deepak Chahar,3,0,24,1,8.00,8,2,1,1,0,2019
India Vs Bangladesh,India,Washington Sundar,4,0,25,0,6.25,9,1,1,0,0,2019
India Vs Bangladesh,India,Khaleel Ahmed,4,0,37,1,9.25,9,5,1,1,0,2019
India Vs Bangladesh,India,Yuzvendra Chahal,4,0,24,1,6.00,11,3,0,0,0,2019
India Vs Bangladesh,India,Krunal Pandya,4,0,32,0,8.00,6,2,1,1,0,2019
India Vs Bangladesh,India,Shivam Dube,0.3,0,9,0,18.00,1,0,1,1,0,2019
India Vs South Africa,South Africa,Bjorn Fortuin,3,0,19,2,6.33,6,2,0,1,0,2019
India Vs South Africa,South Africa,Kagiso Rabada,4,0,39,3,9.75,10,4,1,4,0,2019
India Vs South Africa,South Africa,Beuran Hendricks,4,0,14,2,3.50,13,0,0,1,0,2019
India Vs South Africa,South Africa,Andile Phehlukwayo,4,0,28,0,7.00,9,4,0,0,0,2019
India Vs South Africa,South Africa,Tabraiz Shamsi,4,0,23,1,5.75,12,0,2,0,0,2019
India Vs South Africa,South Africa,Dwaine Pretorius,1,0,8,0,8.00,3,0,1,0,0,2019
India Vs South Africa,India,Washington Sundar,4,0,27,0,6.75,11,3,1,0,0,2019
India Vs South Africa,India,Deepak Chahar,3,0,15,0,5.00,10,2,0,1,0,2019
India Vs South Africa,India,Navdeep Saini,2,0,25,0,12.50,4,2,2,0,0,2019
India Vs South Africa,India,Krunal Pandya,3.5,0,40,0,10.43,2,2,2,1,0,2019
India Vs South Africa,India,Hardik Pandya,2,0,23,1,11.50,5,3,1,2,0,2019
India Vs South Africa,India,Ravindra Jadeja,2,0,8,0,4.00,5,0,0,0,0,2019
South Africa Vs India,India,Washington Sundar,3,0,19,0,6.33,8,1,1,0,0,2019
South Africa Vs India,India,Deepak Chahar,4,0,22,2,5.50,12,3,0,0,0,2019
South Africa Vs India,India,Navdeep Saini,4,0,34,1,8.50,11,3,2,0,0,2019
South Africa Vs India,India,Ravindra Jadeja,4,0,31,1,7.75,2,3,0,0,0,2019
South Africa Vs India,India,Hardik Pandya,4,0,31,1,7.75,6,2,1,0,0,2019
South Africa Vs India,India,Krunal Pandya,1,0,7,0,7.00,1,0,0,0,0,2019
South Africa Vs India,South Africa,Kagiso Rabada,3,0,24,0,8.00,11,3,1,2,0,2019
South Africa Vs India,South Africa,Anrich Nortje,3,0,27,0,9.00,6,1,2,0,0,2019
South Africa Vs India,South Africa,Andile Phehlukwayo,3,0,20,1,6.66,9,3,0,1,0,2019
South Africa Vs India,South Africa,Dwaine Pretorius,3,0,27,0,9.00,4,2,1,0,0,2019
South Africa Vs India,South Africa,Tabraiz Shamsi,3,0,19,1,6.33,2,0,0,1,0,2019
South Africa Vs India,South Africa,Bjorn Fortuin,4,0,32,1,8.00,6,1,2,0,0,2019
West Indies Vs India,India,Bhuvneshwar Kumar,3,0,19,0,6.33,10,1,1,0,0,2019
West Indies Vs India,India,Deepak Chahar,3,1,4,3,1.33,15,0,0,0,0,2019
West Indies Vs India,India,Navdeep Saini,4,0,34,2,8.50,10,1,3,0,0,2019
West Indies Vs India,India,Rahul Chahar,3,0,27,1,9.00,9,1,3,0,0,2019
West Indies Vs India,India,Washington Sundar,3,0,23,0,7.66,7,1,1,3,0,2019
West Indies Vs India,India,Krunal Pandya,4,0,35,0,8.75,5,0,3,1,0,2019
West Indies Vs India,West Indies,Sheldon Cottrell,4,0,26,0,6.50,11,2,1,0,0,2019
West Indies Vs India,West Indies,Oshane Thomas,4,0,29,2,7.25,12,3,1,1,0,2019
West Indies Vs India,West Indies,Fabian Allen,3,0,18,1,6.00,6,1,0,0,0,2019
West Indies Vs India,West Indies,Sunil Narine,4,0,29,0,7.25,7,3,0,0,0,2019
West Indies Vs India,West Indies,Carlos Brathwaite,2.1,0,25,0,11.53,1,2,1,0,0,2019
West Indies Vs India,West Indies,Keemo Paul,2,0,23,0,11.50,2,1,2,0,0,2019
India Vs West Indies,West Indies,Oshane Thomas,4,0,27,2,6.75,8,3,0,2,0,2019
India Vs West Indies,West Indies,Sheldon Cottrell,4,0,25,2,6.25,12,2,0,3,0,2019
India Vs West Indies,West Indies,Sunil Narine,4,0,28,0,7.00,7,2,1,0,0,2019
India Vs West Indies,West Indies,Keemo Paul,4,0,46,1,11.50,5,1,4,0,0,2019
India Vs West Indies,West Indies,Carlos Brathwaite,2,0,22,0,11.00,3,2,1,1,0,2019
India Vs West Indies,West Indies,Khary Pierre,2,0,16,0,8.00,3,0,1,1,0,2019
India Vs West Indies,India,Washington Sundar,3,1,12,1,4.00,13,0,1,1,0,2019
India Vs West Indies,India,Bhuvneshwar Kumar,2,0,7,1,3.50,8,0,0,1,0,2019
India Vs West Indies,India,Khaleel Ahmed,3,0,22,0,7.33,8,2,1,1,0,2019
India Vs West Indies,India,Navdeep Saini,3,0,27,0,9.00,8,5,0,0,1,2019
India Vs West Indies,India,Krunal Pandya,3.3,0,23,2,6.57,10,1,1,2,0,2019
India Vs West Indies,India,Ravindra Jadeja,1,0,6,0,6.00,3,1,0,0,0,2019
West Indies Vs India,India,Washington Sundar,2,0,18,1,9.00,8,1,1,1,0,2019
West Indies Vs India,India,Bhuvneshwar Kumar,4,0,19,2,4.75,16,1,1,1,0,2019
West Indies Vs India,India,Navdeep Saini,4,1,17,3,4.25,19,0,2,2,0,2019
West Indies Vs India,India,Khaleel Ahmed,2,0,8,1,4.00,7,1,0,0,0,2019
West Indies Vs India,India,Krunal Pandya,4,1,20,1,5.00,13,1,1,0,0,2019
West Indies Vs India,India,Ravindra Jadeja,4,1,13,1,3.25,16,0,1,0,0,2019
West Indies Vs India,West Indies,Oshane Thomas,4,0,29,0,7.25,10,2,1,0,0,2019
West Indies Vs India,West Indies,Sheldon Cottrell,4,0,20,2,5.00,17,1,1,4,0,2019
West Indies Vs India,West Indies,Sunil Narine,4,0,14,2,3.50,14,1,0,0,0,2019
West Indies Vs India,West Indies,Keemo Paul,3.2,0,23,2,6.90,7,1,1,1,0,2019
West Indies Vs India,West Indies,Carlos Brathwaite,2,0,12,0,6.00,3,1,0,0,0,2019
India Vs Australia,Australia,Jason Behrendorff,3,0,17,1,5.66,7,2,0,0,0,2019
India Vs Australia,Australia,Jhye Richardson,4,0,45,0,11.25,8,2,4,1,0,2019
India Vs Australia,Australia,Nathan Coulter-Nile,3,0,33,1,11.00,6,1,3,2,0,2019
India Vs Australia,Australia,Pat Cummins,3,0,40,1,13.33,5,3,3,2,0,2019
India Vs Australia,Australia,Adam Zampa,4,0,23,0,5.75,8,2,0,0,0,2019
India Vs Australia,Australia,D'Arcy Short,3,0,29,1,9.66,7,1,3,0,0,2019
India Vs Australia,India,Vijay Shankar,4,0,38,2,9.50,10,6,1,1,0,2019
India Vs Australia,India,Jasprit Bumrah,4,0,30,0,7.50,6,2,1,0,0,2019
India Vs Australia,India,Siddarth Kaul,3.4,0,45,1,12.27,6,3,3,0,1,2019
India Vs Australia,India,Yuzvendra Chahal,4,0,47,0,11.75,2,2,3,2,0,2019
India Vs Australia,India,Krunal Pandya,4,0,33,0,8.25,6,3,1,1,0,2019
India Vs Australia,Australia,Jason Behrendorff,3,0,16,1,5.33,9,2,0,0,0,2019
India Vs Australia,Australia,Jhye Richardson,4,0,31,0,7.75,11,4,0,1,0,2019
India Vs Australia,Australia,Nathan Coulter-Nile,4,0,26,3,6.50,11,2,1,1,0,2019
India Vs Australia,Australia,Adam Zampa,3,0,22,1,7.33,7,1,1,2,0,2019
India Vs Australia,Australia,Pat Cummins,4,0,19,1,4.75,9,0,0,1,0,2019
India Vs Australia,Australia,D'Arcy Short,2,0,10,0,5.00,3,0,0,0,0,2019
India Vs Australia,India,Jasprit Bumrah,4,0,16,3,4.00,18,3,0,0,0,2019
India Vs Australia,India,Yuzvendra Chahal,4,0,28,1,7.00,11,3,1,0,0,2019
India Vs Australia,India,Umesh Yadav,4,0,35,0,8.75,8,5,0,2,0,2019
India Vs Australia,India,Krunal Pandya,4,0,17,1,4.25,8,0,0,0,0,2019
India Vs Australia,India,Mayank Markande,4,0,31,0,7.75,6,2,1,0,0,2019
New Zealand Vs India,India,Bhuvneshwar Kumar,4,0,37,1,9.25,7,4,1,1,0,2019
New Zealand Vs India,India,Khaleel Ahmed,4,0,47,1,11.75,6,6,2,0,0,2019
New Zealand Vs India,India,Hardik Pandya,4,0,44,0,11.00,5,4,2,0,0,2019
New Zealand Vs India,India,Krunal Pandya,4,0,54,0,13.50,3,3,4,2,0,2019
New Zealand Vs India,India,Kuldeep Yadav,4,0,26,2,6.50,8,1,1,0,0,2019
